DATAFLOW,REF_AREA: Reference area,FREQ: Frequency of observation,MEASURE: Measure,UNIT_MEASURE: Unit of measure,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,ADJUSTMENT: Adjustment,DECIMALS: Decimals,BASE_PER: Base period
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,1992,56.6567910663854,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,1993,54.0654468810282,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,1994,54.2006752413766,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,1995,53.8846212235487,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,1996,52.0133005732228,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,1997,51.997203845564,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,1998,55.2649223090077,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,1999,53.5080951943545,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2000,55.5005049919879,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2001,54.6672340175775,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2002,57.0858564357935,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2003,64.811246837801,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2004,80.7350440651639,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2005,99.2537184201099,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2006,112.606430716089,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2007,120.585336851937,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2008,109.459772394496,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2009,99.5505975106095,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2010,99.8917751544917,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2011,98.0044416296371,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2012,96.6484301992511,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2013,96.950868019406,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2014,98.4521878008298,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2016,98.7029761165375,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2017,98.4021446383061,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2018,97.9797968074289,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2019,96.7989398115727,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2020,96.2307821285083,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2021,98.87963794263,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2022,96.1229130065307,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2023,91.48576922185,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2024,88.5449442765357,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),ZAF: South Africa,A: Annual,RHP: Real house price indices,IX: Index,2025,89.9506502095829,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1970,70.0637112734037,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1971,68.425179806724,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1972,65.2485761403865,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1973,67.2132041146506,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1974,73.411224786526,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1975,70.7215065767381,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1976,71.9201414533963,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1977,69.2519597735165,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1978,64.8234517508962,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1979,65.3864667585463,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1980,66.1949540999124,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1981,66.8598250942963,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1982,58.042068321351,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1983,59.053350156956,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1984,54.4141335065451,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1985,53.4624006463654,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1986,60.1168032557478,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1987,67.1542415713816,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1988,73.8177406675663,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1989,78.1550215992053,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1990,72.5312792536808,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1991,74.0453864342312,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1992,73.7278428980407,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1993,73.4975184305467,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1994,75.3930542352904,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1995,70.9674525812794,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1996,70.3708335044264,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1997,70.1894715009431,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1998,66.8859152826052,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,1999,65.9978046384447,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2000,65.1135250002862,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2001,66.0067237229278,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2002,69.1405077500009,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2003,73.0226530280271,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2004,75.8247039787884,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2005,79.0606725105369,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2006,83.1864169638876,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2007,88.6478874541507,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2008,89.1269020486428,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2009,87.2124514842534,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2010,91.796527150721,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2011,93.5502567820129,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2012,95.3174808946544,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2013,95.1432140331475,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2014,97.9316952666187,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2016,110.951031511283,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2017,119.46801465615,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2018,122.141723311811,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2019,120.12542293829,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2020,120.432419384799,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2021,134.42243505909,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2022,145.538315729117,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2023,137.969932109439,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2024,136.186807859217,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CAN: Canada,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2025,130.706898464024,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2002,91.6156108545448,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2003,91.3179651405709,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2004,92.360469806914,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2005,90.358494229948,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2006,85.9327120557141,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2007,89.5068312404799,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2008,85.8397183632494,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2009,88.143241376758,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2010,85.2656250037944,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2011,85.2736157435392,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2012,84.6348421982092,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2013,87.4569735271598,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2014,93.0682958698891,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),CHL: Chile,A: Annual,HPI_YDH: Price to income ratio,IX: Index,2016,99.3829014703225,A: Normal value,0: Units,"S: Seasonally adjusted, not calendar adjusted",1: One,2015
